#gal_lon,gal_lat,Temperature,costheta,sigma
49.74169921875,20.052696,2.726821271676907,-0.44158267708709326,0.0001880120301734821
52.69103240966797,21.347004,2.727001959834901,-0.4211593203580979,0.00011391107215923505
56.34915542602539,20.366224,2.72702654948633,-0.43406668234098655,0.00012547056967774376
59.51918411254883,21.23892,2.7267214810336062,-0.41592157247700523,6.377433429392936e-05
55.79582595825195,22.405548,2.7269339860119595,-0.4023738744924738,0.00012665433108797228
58.89088439941406,23.598434,2.726936432005299,-0.3794004294973135,4.27208786858523e-05
66.33893585205078,20.114548,2.72682340489399,-0.4170705887731858,0.00012890107394532047
69.11087036132812,20.959599,2.726598491372739,-0.3945960342444382,0.0001384738316983372
71.70623016357422,21.724297,2.726809425392852,-0.3726291112569041,0.00028055617385643554
62.60735321044922,22.044807,2.726749045406638,-0.39695343840041974,0.00010835910174912473
65.56623840332031,22.659056,2.72682774123225,-0.37949583934973946,9.996946135304205e-05
61.962310791015625,24.312681,2.726927850247974,-0.3622035495204374,6.82734143298352e-05
65.0081787109375,24.933245,2.7269428458842992,-0.34474598678989016,9.770001774243593e-05
68.5466079711914,23.313852,2.726858502227898,-0.35963274672430734,0.00010722000426665418
71.64280700683594,23.82505,2.726870150382122,-0.3399163852472873,0.00010866435461475193
67.99939727783203,25.63374,2.726830490506288,-0.3244289633582054,7.793567751196865e-05
71.04058837890625,26.24352,2.726870814717647,-0.3037458777547197,9.840126858423154e-05
73.9972915649414,22.791002,2.726379436928641,-0.34609252621025494,0.0003746506614047397
79.20610046386719,21.42159,2.727049745226751,-0.34110287150341423,0.00048132535265749446
80.93882751464844,20.117325,2.7264569463202273,-0.35103467041280845,0.00010059193632045461
84.09110260009766,20.117163,2.726520048191913,-0.33160194373330737,8.352460713127937e-05
81.0703125,22.193445,2.7265402604381737,-0.3187121744484188,0.00011134730282966212
83.44293975830078,22.994741,2.726822174539614,-0.2921865889966144,9.226439000756617e-05
74.53565979003906,24.320587,2.726873792089976,-0.31964264503493117,8.285550550558222e-05
77.46519470214844,25.036201,2.726702969471772,-0.29426556673590626,7.949984200295326e-05
74.15208435058594,26.692194,2.7269461931732213,-0.283703857253568,7.684847490382198e-05
77.1269302368164,27.092075,2.7267967215131708,-0.26345013385696964,7.522504222608088e-05
80.33159637451172,25.37452,2.7268173952838417,-0.2737310777001021,0.0001383260913539986
83.35370635986328,25.52872,2.726753925725856,-0.25376127023959677,5.671183369762544e-05
79.91952514648438,27.46765,2.7269035177103915,-0.24309827402976147,0.00010801380467500508
82.86414337158203,28.063303,2.7268549358745298,-0.21716215050116755,0.00010727311326647579
86.09428405761719,20.676754,2.7265405780888208,-0.3100082940752603,0.00020732079731440733
86.51622772216797,22.839155,2.726593308436329,-0.2746699256017735,8.723160826907736e-05
88.1640853881836,23.65198,2.72691439865086,-0.2511170659482647,0.00022881797243267475
95.69605255126953,20.380352,2.7262291209986387,-0.24191677141667228,0.0006950860779839742
96.27982330322266,24.488216,2.7276688134347298,-0.1773074805647168,0.0006361197949323504
86.17561340332031,25.721558,2.72682472235147,-0.23301892366857702,0.00010821220794247684
89.19572448730469,25.965525,2.7267944259985595,-0.2088810793675085,7.666941651628669e-05
86.14997100830078,27.998178,2.726993856484457,-0.19806017158663064,5.6926473439647326e-05
89.09590148925781,28.099403,2.726974983320204,-0.17700408965877856,5.011555834533906e-05
92.13282012939453,26.113293,2.726878791933037,-0.18546825350605967,6.462782011854473e-05
95.12333679199219,25.737053,2.7269120792552237,-0.16816984673221197,5.495951279126214e-05
91.88249206542969,28.447277,2.7270179311937675,-0.1520773095249251,7.750626163130619e-05
94.8200454711914,28.505537,2.726964536386969,-0.12932113023176756,5.9083599703498934e-05
98.35808563232422,20.507126,2.726510002567585,-0.2175093547398758,0.00013265502090734817
100.47676086425781,20.772339,2.726665578895186,-0.1950671467168538,5.203320829483256e-05
98.22566986083984,23.508574,2.726746431403146,-0.17543015044570853,2.2134277590634607e-05
100.28874969482422,23.172165,2.7267686978017993,-0.16249219251428798,4.706751769546536e-05
103.23017120361328,20.527248,2.726651989755547,-0.17337477450265343,7.813002543999413e-05
105.98259735107422,20.398907,2.7266474247521875,-0.14903115627718527,0.000121353133000536
103.42186737060547,23.142921,2.7268129436754682,-0.13479010227062632,5.220385847887558e-05
106.29527282714844,23.024908,2.726919240199002,-0.10957267336674714,7.024294616942681e-05
97.3016128540039,25.317966,2.726788246823625,-0.1567891418271355,5.339746599069494e-05
100.73294830322266,25.546492,2.726887647581747,-0.1244847711493261,5.4796631571983034e-05
98.58259582519531,28.46293,2.727281873443149,-0.10017586139971413,0.0005300121700367591
101.72440338134766,28.517384,2.727019057729567,-0.07309698024834183,4.210251339825507e-05
103.50447082519531,25.655909,2.7269121150797044,-0.09842999877840858,4.5689650787277484e-05
