pixel,gal_lon,gal_lat,weight,str_used
1495,174.03094,-46.79987,1.4195039,1
1496,164.6379,-54.03028,0.90191704,1
1497,166.7915,-51.875698,0.9132546,1
1498,161.72882,-52.920464,1.1043742,1
1499,163.72057,-50.528927,0.93247414,1
1500,169.58527,-48.651016,0.56062067,1
1501,170.90352,-45.618576,1.4224628,1
1502,166.78978,-47.292923,0.59432524,1
1503,168.97366,-44.83523,0.93144935,1
1504,145.53777,-60.02727,1.176724,1
1505,149.29192,-58.173813,1.17236,1
1506,142.50954,-58.18317,1.1514081,1
1507,146.28894,-56.113075,1.2752193,1
1508,152.40907,-55.929108,1.3419192,1
1509,156.1307,-53.965546,1.2022154,1
1510,149.9885,-54.220085,1.150339,1
1511,152.78433,-52.176273,1.1753099,1
1512,139.9215,-56.17388,1.1888311,1
1513,143.62354,-54.262783,0.9700437,1
1514,137.31029,-54.34144,1.3062087,1
1515,141.23756,-52.5987,1.5015532,1
1516,147.19618,-52.447628,1.5309256,1
1517,150.27563,-50.360245,1.2712184,1
1518,144.61482,-50.943943,1.1901515,1
1519,148.22888,-49.02814,1.0723536,1
1520,158.7804,-51.4352,1.1512823,1
1521,161.08554,-49.011055,0.9494507,1
1522,155.89056,-49.90782,1.0615885,1
1523,158.57756,-47.764843,0.9530493,1
1524,163.84975,-46.365803,0.70585185,1
1525,166.42352,-43.543167,1.6311792,1
1526,161.82585,-44.751717,0.5991983,1
1527,163.79247,-41.972797,1.5436506,1
1528,153.72696,-48.259285,1.1787673,1
1529,156.0652,-46.286102,1.3312725,1
1530,151.16696,-46.77307,1.4733634,1
1531,153.64534,-44.664967,1.3290089,1
1532,159.12059,-43.93673,0.7958785,1
1533,161.91939,-41.195217,1.3388443,1
1534,156.85045,-42.024532,0.7121244,1
1535,159.6301,-39.7805,1.7015722,1
1536,35.22888,-38.310863,0.27196243,1
1537,37.619537,-40.62559,0.45521072,1
1538,37.34875,-37.433266,0.3060997,1
1539,39.396175,-39.17872,0.3943325,1
1540,40.06625,-41.69075,0.1355018,1
1541,43.967144,-45.402042,0.48726133,1
1542,41.46212,-40.416557,0.121375084,1
1543,45.85271,-43.481174,0.34532413,1
1544,39.118145,-36.02022,0.34749973,1
1545,41.757805,-37.588852,0.5961195,1
1546,41.248264,-34.38211,0.404653,1
1547,44.077785,-36.11112,0.5381989,1
1548,43.06234,-39.422016,0.119259745,1
1549,48.106297,-41.75623,0.55835354,1
1550,45.194153,-37.677128,0.15551789,1
1551,49.981403,-39.758736,0.4441486,1
1552,46.63756,-47.314583,0.51551867,1
1553,48.75501,-48.808617,0.28818393,1
1554,48.684093,-45.413498,0.54874116,1
1555,51.332733,-46.784153,0.26554713,1
1557,57.617638,-52.55266,0.59412,1
1558,53.399666,-48.707138,0.04252991,1
1559,59.886463,-50.374897,0.7588561,1
1560,50.78233,-43.51784,0.45612425,1
1561,53.486237,-44.91619,0.18864843,1
1562,52.618107,-41.541016,0.64834344,1
1563,55.3719,-42.801575,0.03380562,1
1564,56.849052,-46.768692,0.01892191,1
1565,61.647198,-48.15031,0.63684297,1
1567,63.720562,-46.000854,0.508953,1
1568,42.723633,-32.588673,0.2686779,1
1569,45.468147,-34.782253,0.4499188,1
1570,44.786953,-31.431658,0.381719,1
1571,47.07657,-33.204582,0.61730003,1
1572,47.87491,-35.351917,0.1174179,1
1573,52.000153,-38.40461,0.46601045,1
1574,49.412453,-33.854412,0.0593321,1
1575,53.428623,-36.281574,0.53139025,1
1576,46.313297,-29.924131,0.33682165,1
1577,49.043053,-31.416,0.67086476,1
1578,48.13663,-27.99051,0.38250348,1
1579,51.261593,-29.780165,0.5285673,1
1580,50.150993,-33.22582,0.04528,1
1581,55.357243,-34.586525,0.39035842,1
1582,52.283592,-30.776846,0.09290634,1
1583,56.88804,-32.66424,0.5373705,1
1584,54.757343,-39.678947,0.5175535,1
1585,57.951283,-40.827843,0.1659254,1
1586,56.39793,-38.190876,0.4457421,1
1587,59.893875,-38.985287,0.0766995,1
1588,59.44437,-42.673897,0.03972663,1
1589,65.27879,-43.81926,0.6854765,1
1590,64.94748,-40.414402,0.004639081,1
1591,67.22527,-41.59638,0.5841349,1
1592,57.46492,-35.98665,0.3939353,1
1593,61.984524,-37.478462,0.21753362,1
1594,58.927998,-33.67024,0.26510805,1
1595,63.48569,-34.772606,0.27863765,1
1596,63.48995,-38.403618,0.11562629,1
1597,68.20998,-39.36707,0.60160846,1
1598,67.37984,-36.37136,0.0039197044,1
1599,69.5425,-37.31033,0.57099193,1
1600,61.56674,-53.69551,0.68954676,1
1601,65.80133,-54.825424,0.36992452,1
1602,63.822212,-51.629925,0.69799215,1
1603,67.433174,-52.639854,0.42639732,1
1604,69.8599,-56.109135,0.73517895,1
1605,74.01415,-56.82159,0.5155786,1
1606,71.36026,-53.60095,0.75658214,1
1607,75.693985,-54.665592,0.5015558,1
1608,65.216095,-49.34354,0.5407275,1
1609,69.085884,-50.233635,0.6663394,1
1610,66.9734,-46.944977,0.67650133,1
1611,70.70777,-47.804703,0.48878217,1
1612,73.321304,-51.334343,0.67655516,1
1613,77.22191,-52.148083,0.61521626,1
1614,73.95756,-48.939728,0.80417806,1
1615,78.00785,-49.561443,0.772106,1
1616,78.5901,-57.931442,0.57950604,1
1617,84.28838,-58.170185,0.6425869,1
1618,80.28036,-54.989826,0.5425866,1
1619,84.55546,-55.698166,0.84598935,1
1620,89.190125,-58.622986,0.7689471,1
1621,93.80382,-58.883347,1.2539948,1
1622,89.53344,-56.074677,0.75683445,1
1623,94.07032,-56.294636,1.2298949,1
1624,81.36843,-52.400692,0.5406781,1
1625,85.81251,-52.98498,0.73565966,1
1626,81.80156,-50.005924,0.4902459,1
1627,86.34421,-50.45602,1.0356654,1
1628,89.79411,-53.601112,0.89844686,1
1629,94.46217,-53.764404,1.3173085,1
1630,90.03036,-50.865784,1.1400812,1
1631,94.413124,-51.137123,1.4279057,1
1632,68.6781,-44.60948,0.749611,1
1633,72.42399,-45.796986,0.539895,1
1634,70.29163,-42.409466,0.58571434,1
1635,73.4064,-43.355778,0.34055915,1
1636,75.55699,-46.58953,0.799766,1
1637,79.365906,-47.089924,0.6271947,1
1638,76.65629,-43.987392,0.94368255,1
1639,80.3415,-44.734657,0.5694443,1
1640,71.39431,-40.293324,0.6981753,1
1641,74.52262,-41.03215,0.60087126,1
1642,72.41433,-37.977497,0.79316765,1
1643,75.23379,-38.34437,0.6248672,1
1644,77.94299,-41.436718,0.93149114,1
1645,81.28814,-42.20737,0.82547265,1
1646,78.74426,-38.932533,0.95629436,1
1647,81.97207,-39.33524,1.0325184,1
1648,82.76448,-47.650543,0.48274863,1
1649,87.13063,-48.058586,0.89369816,1
1650,83.79226,-45.388657,0.5459913,1
1651,87.53551,-45.555183,1.0937608,1
1652,91.00084,-48.186848,1.1222359,1
1653,94.63457,-48.440773,1.7156906,1
1654,90.88919,-45.43459,1.1566918,1
1655,94.81784,-45.654408,1.8979173,1
1656,84.33775,-42.364258,0.74971163,1
1657,88.04257,-42.848953,1.3346474,1
1658,84.4625,-39.88301,0.7758216,1
1659,88.40364,-40.09021,1.4408772,1
1660,91.28689,-42.85869,1.3275874,1
1661,94.85254,-42.806625,1.8652494,1
1662,91.53786,-40.09373,1.3459045,1
1663,94.94359,-40.204914,1.6777742,1
1664,49.71269,-26.523674,0.25022885,1
1665,52.14842,-28.122833,0.4844318,1
1666,51.108883,-25.218172,0.30217955,1
1667,53.799232,-26.332434,0.6720685,1
1668,54.34531,-28.636574,0.124378406,1
1669,58.452194,-31.105982,0.54697794,1
1670,55.87099,-26.856218,0.034044903,1
1671,59.73021,-28.79345,0.68257326,1
1672,52.781456,-23.266884,0.50169057,1
1673,55.479496,-24.216835,0.6772572,1
1674,54.49525,-21.141495,0.35801324,1
1675,57.519894,-22.507425,0.6184396,1
1676,57.350212,-25.624096,0.05870006,1
1677,61.628803,-26.696629,0.7364504,1
1678,58.904243,-23.069595,0.027670575,1
1679,62.87811,-24.283998,0.70612746,1
1680,60.76925,-31.338905,0.23267892,1
1681,64.037224,-32.719456,0.22726087,1
1682,61.733086,-29.9354,0.27791703,1
1683,65.72348,-30.915894,0.38454774,1
1685,70.68518,-34.84918,0.8810372,1
1686,68.080414,-31.199944,0.020974396,1
1687,72.01892,-32.305332,0.8363251,1
1688,63.327377,-27.953941,0.1351127,1
1689,66.89504,-28.539478,0.42216694,1
1690,66.55629,-25.73103,0.050270706,1
1691,68.27631,-25.732817,0.19090027,1
1692,69.53328,-29.112455,0.22556706,1
1693,72.91615,-29.569145,1.0015073,1
1694,70.247,-26.192184,0.08369303,1
1695,74.15975,-27.114172,0.9252247,1
1696,56.22764,-19.845633,0.41077623,1
1697,58.61914,-20.827267,0.4604621,1
1698,57.61146,-17.998112,0.48674345,1
1699,60.236412,-18.67653,0.8652405,1
1701,64.291435,-22.148218,0.6160414,1
1702,61.62161,-19.102413,0.0007787897,1
1703,65.52342,-20.107878,0.59123176,1
1704,59.278145,-15.795319,0.58507174,1
1705,61.86283,-16.315214,0.8219792,1
1706,61.041725,-13.499702,0.7014137,1
1707,63.27825,-14.0507765,0.8122231,1
1709,66.8285,-17.595995,0.6101081,1
1711,67.96315,-14.887926,0.42359963,1
1712,67.73279,-22.673979,0.1812343,1
1713,69.04813,-23.647814,0.2116869,1
1714,68.85839,-20.509172,0.34552044,1
1715,71.12007,-21.308956,0.09443471,1
1717,74.93895,-24.51876,0.86185217,1
1718,72.5064,-21.397326,0.16303076,1
1719,76.1317,-21.72855,0.5773662,1
1720,70.11236,-17.994839,0.16735414,1
1721,71.63288,-18.036905,0.3601459,1
1722,70.57111,-15.055283,0.49302754,1
1723,72.80256,-15.372253,0.36416852,1
1724,73.58483,-18.562267,0.27206635,1
1725,77.01922,-18.984215,0.66892254,1
1726,74.88561,-15.570588,0.30940753,1
1727,77.95592,-16.276953,0.6362327,1
1728,73.56275,-35.546333,1.1155316,1
1729,76.660675,-35.711113,0.72654045,1
1730,74.53222,-32.96635,0.99509245,1
1731,77.374855,-33.517662,0.8252843,1
1732,79.52542,-36.53377,1.0258938,1
1733,82.69038,-36.671783,1.1180319,1
1734,80.479225,-33.745827,1.1074301,1
1735,83.526085,-33.91544,1.2267737,1
1736,75.47439,-30.437157,1.0811894,1
1737,78.1072,-30.747513,0.8130545,1
1738,76.58206,-27.70275,1.1718223,1
1739,78.88377,-27.915798,0.7149506,1
1740,81.48436,-30.937782,0.82648,1
1741,84.08133,-31.16479,1.1899643,1
1742,82.39738,-28.231321,0.606367,1
1743,84.73895,-28.56196,1.416278,1
1744,85.45278,-37.12164,1.039691,1
1745,88.8741,-37.41264,1.6195627,1
1746,86.01471,-34.420708,1.3365132,1
1747,89.12133,-34.58116,1.8396951,1
1748,91.81871,-37.562016,1.7004462,1
1749,95.14583,-37.501923,1.7333553,1
1750,92.10813,-34.836037,1.8305514,1
1751,95.056274,-34.718212,1.9289079,1
1752,86.40776,-31.589733,1.5470556,1
1753,89.41569,-31.77714,1.9749428,1
1754,87.033585,-28.683735,1.2492763,1
1755,89.832054,-29.029942,1.7411343,1
1756,92.14007,-31.94953,1.6934292,1
1757,95.09287,-32.073685,1.4609301,1
1758,92.492485,-28.90558,1.5293875,1
1759,95.03303,-29.12189,0.975617,1
1760,77.40997,-24.748404,1.2847893,1
1761,79.67878,-25.268711,0.6710192,1
1762,78.17451,-21.86238,1.0873675,1
1763,80.62449,-22.127934,0.49025986,1
1764,83.077446,-25.549398,0.47622943,1
1765,85.10222,-25.467947,1.3271501,1
1766,82.923454,-22.784948,0.5679095,1
1767,85.523705,-22.665785,0.75928587,1
1768,79.196205,-19.03964,1.1126845,1
1769,81.26709,-19.080704,0.3846152,1
1770,80.03734,-15.993654,0.6181598,1
1771,82.025024,-16.410185,0.27225447,1
1772,83.56094,-19.74252,0.49783468,1
1773,86.06117,-19.558609,1.103492,1
1774,84.18866,-16.752361,0.5163427,1
1775,86.68115,-16.568834,1.2718856,1
1776,87.44261,-25.857944,1.0596728,1
1777,90.27884,-25.92311,1.7672536,1
1778,88.087006,-22.784063,1.2304713,1
1779,90.58613,-22.848585,1.6228794,1
1780,92.70893,-25.860502,1.1599838,1
1781,95.13995,-26.040041,0.8990572,1
1782,92.79863,-22.812943,1.0503514,1
1783,95.20878,-23.156218,1.125114,1
1784,88.35895,-19.836273,1.342742,1
1785,90.88341,-19.81023,1.3068143,1
1786,88.792915,-16.799746,0.99077034,1
1787,91.171425,-16.598537,1.1262114,1
1788,92.773415,-19.690678,1.2027317,1
1789,95.03464,-20.102753,0.9399613,1
1790,92.95113,-16.417418,0.9893871,1
1791,95.27595,-16.91355,0.9157885,1
1792,98.840126,-58.788563,1.1292653,1
1793,103.57883,-58.8715,0.66213995,1
1794,98.753265,-56.185863,1.343989,1
1795,103.40358,-56.084175,0.697777,1
1796,108.812454,-58.061573,0.8974766,1
1797,113.58701,-57.788494,1.3263043,1
1798,108.34374,-55.416203,0.7172076,1
1799,112.285675,-55.10974,1.3931268,1
1800,98.66161,-53.73525,1.0335262,1
1801,103.07711,-53.312977,0.9554713,1
1802,98.31495,-51.0945,1.4909713,1
1803,102.1762,-50.357155,0.72148377,1
1804,107.50004,-53.22587,0.6602227,1
1805,111.65435,-52.545998,1.1978657,1
1806,106.57129,-50.59485,0.94229263,1
1807,110.53715,-50.167274,1.6098362,1
1808,118.50097,-56.926537,1.5324165,1
1809,122.893295,-56.00804,1.8798836,1
1810,116.79664,-54.43946,1.4867791,1
1811,121.20915,-53.60127,1.8295536,1
1812,126.611206,-55.196484,1.3540258,1
1813,132.21771,-53.17014,0.17091057,1
1814,124.95582,-52.772255,1.5884299,1
1815,130.98622,-51.607872,0.12412678,1
1816,115.4688,-52.090645,1.644587,1
1817,119.45192,-51.145233,1.9864045,1
1818,114.7095,-49.50384,1.5198156,1
1819,118.18637,-48.82392,1.9050293,1
1820,123.09376,-50.38867,1.9161965,1
1821,128.56479,-48.948048,0.15121147,1
1822,121.90974,-48.175583,1.6162509,1
1823,126.64457,-46.42954,0.19368641,1
1824,98.18865,-48.40756,1.4582632,1
1825,102.00879,-48.07098,0.77672714,1
1826,98.10263,-45.599243,1.784773,1
1827,101.699974,-45.48064,0.9536994,1
1828,106.179405,-48.060318,0.9470579,1
1829,109.64273,-47.641376,1.6006519,1
1830,105.44812,-45.41055,0.8420357,1
1831,108.96159,-45.298912,1.3544179,1
1832,98.28107,-42.97104,1.9211546,1
1833,101.32768,-42.89011,0.86652213,1
1834,98.01648,-40.223743,1.9953054,1
1835,101.10934,-40.288647,1.2427073,1
1836,105.192,-42.787342,1.0300353,1
1837,108.22278,-42.5701,1.9226933,1
1838,104.75367,-40.130646,1.1202002,1
1839,107.66292,-39.79307,1.7820145,1
1840,113.45825,-47.1886,1.6164705,1
1841,117.246185,-46.580193,1.7637815,1
1842,112.49584,-44.73109,1.8925605,1
1843,116.05413,-44.31091,1.8710464,1
1844,120.471634,-45.74073,2.0990021,1
1845,124.60766,-44.171448,0.09617818,1
1846,119.17759,-43.323914,1.9711648,1
1847,123.02915,-42.25244,0.10617956,1
1848,111.721565,-42.236656,2.1841953,1
1849,115.06396,-41.71225,2.112713,1
1850,111.022446,-39.506687,1.904576,1
1851,113.93763,-39.025017,2.04715,1
1852,118.17548,-40.88186,2.225492,1
1853,121.41403,-40.566498,0.2374278,1
1854,116.92621,-38.261795,2.4601204,1
1855,120.01713,-37.559673,0.40828082,1
1856,135.20897,-52.19026,1.5202717,1
1857,139.1207,-50.654182,1.4566274,1
1858,132.95454,-50.146294,1.3408872,1
1859,136.8676,-48.77357,1.8098627,1
1860,142.37975,-48.96428,1.4126629,1
1861,145.76434,-47.223965,1.5788826,1
1862,140.19038,-46.970493,1.5749539,1
1863,143.42245,-45.371525,1.2794962,1
1864,131.2873,-48.039806,1.3947861,1
1865,134.72038,-46.61148,1.6235703,1
1866,129.51749,-45.986217,1.7376758,1
1867,133.0084,-44.601894,1.4866866,1
1868,138.29205,-45.174965,1.8352189,1
1869,141.2572,-43.5243,1.3777455,1
1870,136.1147,-43.43589,1.7016075,1
1871,139.80243,-41.742413,1.5736469,1
1872,148.87189,-45.104,1.433757,1
1873,151.45834,-43.274292,1.2612704,1
1874,146.85756,-43.52544,1.3191254,1
1875,149.43549,-41.892193,1.2080898,1
1876,154.97672,-40.69358,0.49639264,1
1877,157.53163,-38.205727,1.7261585,1
1878,152.69893,-39.46236,0.7420775,1
1879,155.85257,-37.239376,1.2869648,1
1880,144.95595,-41.880585,1.5669793,1
1881,147.39433,-40.056602,1.4540374,1
1882,142.70164,-40.213493,1.2679907,1
1883,145.4783,-38.429432,1.1174479,1
1884,150.7633,-37.814198,0.7250991,1
1885,153.54399,-35.710228,1.8085634,1
1886,148.96559,-36.32202,0.64809734,1
1887,151.6519,-34.033173,1.4861121,1
1888,127.65984,-43.767876,1.9095248,1
1889,131.3617,-42.66628,1.5767376,1
1890,126.28974,-41.615936,1.5065655,1
1891,129.56444,-40.687344,1.8728504,1
1892,134.69994,-41.36784,2.0149333,1
1893,137.91425,-39.87903,1.3915632,1
1894,132.85406,-39.28545,1.8707802,1
1895,136.08127,-37.951405,1.6915618,1
1896,124.86971,-39.55711,1.8952574,1
1897,128.17615,-38.302086,1.8107003,1
1898,123.440895,-37.14361,1.7785178,1
1899,126.560234,-36.157665,1.5933905,1
1900,131.26273,-37.080494,1.6483727,1
1901,134.22798,-35.998146,1.5160106,1
1902,129.59628,-35.206795,1.750012,1
1903,132.89302,-34.096,1.3035837,1
1904,141.16782,-38.39995,1.3955561,1
1905,143.84514,-36.960373,1.3687589,1
1906,139.31285,-36.534214,1.5463475,1
1907,141.84285,-35.085724,1.4546452,1
1908,147.25014,-34.697,0.8084085,1
1909,150.24113,-32.90223,1.4181013,1
1910,145.3441,-33.079964,0.6884129,1
1911,148.22977,-31.292212,1.9404157,1
1912,137.46188,-34.66774,1.4552175,1
1913,140.13086,-33.16447,1.3393809,1
1914,135.60043,-32.783646,1.4486855,1
1915,138.54482,-31.57044,1.0287987,1
1916,143.44962,-31.310045,0.6638025,1
1917,146.45306,-29.603477,1.4661621,1
1918,141.90694,-29.732431,0.60643494,1
1919,145.01605,-28.276918,1.6642259,1
1920,97.85105,-37.47803,2.0554047,1
1921,100.65545,-37.49065,1.356826,1
1922,97.670586,-34.84296,2.5931263,1
1923,100.28423,-34.818382,1.1890324,1
1924,104.28235,-37.280777,1.0754861,1
1925,106.92194,-37.070663,1.9464183,1
1926,103.86642,-34.707947,1.3963217,1
1927,106.624916,-34.446503,1.7231736,1
1928,97.659966,-31.98489,2.233639,1
1929,100.01003,-31.979841,0.973514,1
1930,97.641235,-29.033426,1.6473391,1
1931,99.87813,-29.038197,0.8626848,1
1932,103.30739,-31.903938,1.1670135,1
1933,105.89417,-31.844048,1.3790579,1
1934,103.22652,-28.91165,0.979952,1
1935,105.639366,-28.707006,1.2376752,1
1936,110.08561,-36.895767,2.5574632,1
1937,113.094864,-36.33446,2.221262,1
1938,109.48312,-34.136127,2.0309267,1
1939,112.26794,-33.726936,2.2810633,1
1940,116.0219,-35.841545,2.1896412,1
1941,119.768105,-35.02516,0.49667647,1
1942,115.19387,-33.320454,2.5904727,1
1943,118.75763,-32.531628,0.7340272,1
1944,108.796844,-31.292255,1.5886272,1
1945,111.504684,-30.907959,1.7659148,1
1946,108.07708,-28.566011,1.7534811,1
1947,110.76192,-28.131634,1.4982282,1
1948,114.62827,-30.7844,1.9445903,1
1949,117.10293,-30.180323,1.8341255,1
1950,113.50819,-28.27039,1.9285321,1
1951,116.21101,-27.640385,1.6528131,1
1952,97.48341,-26.111399,1.3816348,1
1953,99.95254,-26.051743,1.190744,1
1954,97.55462,-23.12344,1.6483485,1
1955,99.89934,-23.032162,1.1924862,1
1956,102.886154,-25.875502,0.7993189,1
1957,105.252144,-25.72303,1.5548785,1
1958,102.54741,-23.23417,0.8192421,1
1959,104.834076,-22.777086,1.227545,1
1960,97.575645,-20.027971,1.6331419,1
1961,99.53404,-19.819983,1.2866307,1
1962,97.50206,-16.916618,1.6697817,1
1963,99.285255,-16.723509,1.0304713,1
1964,102.33009,-20.12597,0.566827,1
1965,104.401344,-19.674837,1.5218654,1
1966,102.16962,-16.80709,0.88866425,1
1967,104.05082,-16.501783,1.4884629,1
1968,107.742966,-25.808355,1.7153573,1
1969,110.19101,-25.49752,1.9245927,1
1970,107.06447,-22.697107,2.0609775,1
1971,109.45965,-22.57561,1.8625063,1
1972,112.85771,-25.463163,2.0393996,1
1973,115.25049,-24.993776,1.8253968,1
1974,111.99905,-22.514156,1.9290608,1
1975,114.40735,-22.122196,1.692056,1
1976,106.64722,-19.615332,1.9420534,1
1977,108.958374,-19.642511,1.6879656,1
1978,106.3412,-16.502111,1.5396128,1
1979,108.33578,-16.522036,1.9030573,1
1980,111.19446,-19.560026,1.8614328,1
1981,113.77871,-19.267334,1.308828,1
1982,110.41028,-16.228622,1.4646116,1
1983,112.80567,-16.237635,1.3155857,1
1984,122.0765,-34.687943,1.611745,1
1985,125.36678,-33.90593,1.3948739,1
1986,120.80812,-32.137547,1.7161162,1
1987,123.87343,-31.581316,1.4910485,1
1988,128.41713,-32.99294,1.5744959,1
1989,131.47594,-31.975136,1.5809228,1
1990,127.061195,-30.806568,1.6467824,1
1991,129.88818,-29.840975,1.2755973,1
1992,119.80504,-29.59518,1.7966448,1
1993,122.571754,-29.227081,1.4480424,1
1994,118.79091,-27.208279,1.75948,1
1995,121.58171,-26.596424,1.2797263,1
1996,125.612236,-28.524803,1.6576926,1
1997,128.50278,-27.630215,1.4532497,1
1998,124.170845,-26.077639,1.5259906,1
1999,127.36369,-25.390532,1.2850322,1
2000,134.25844,-30.884089,1.3565739,1
2001,136.992,-29.70169,1.2416317,1
2002,132.82266,-28.765621,1.6372654,1
2003,135.46825,-27.616398,0.9598118,1
2004,140.32005,-28.28758,0.52294725,1
2005,143.10606,-26.573206,1.7882438,1
2006,138.69781,-26.24369,0.6342597,1
2007,141.5939,-24.72891,1.5758191,1
2008,131.1397,-26.636276,1.3099517,1
2009,133.77771,-25.672302,1.0307891,1
2010,129.57057,-24.569864,1.2417537,1
2011,132.39287,-23.846018,1.0610509,1
2012,137.03487,-24.546747,0.5772497,1
2013,140.16089,-23.338139,1.426599,1
2014,135.91838,-22.612442,0.7179679,1
2015,138.50218,-21.452946,1.7433592,1
2016,117.818924,-24.565542,1.663816,1
2017,120.516174,-24.09917,1.4455615,1
2018,116.82696,-21.853397,1.684573,1
2019,119.2761,-21.442318,1.5921992,1
2020,122.984406,-23.651842,1.6484944,1
2021,125.8073,-23.071705,1.2260681,1
2022,121.78684,-21.082687,1.2602227,1
2023,124.822044,-20.569557,1.3807013,1
2024,116.06672,-19.059324,1.7584026,1
2025,118.27426,-18.707397,1.262514,1
2026,115.13687,-16.05629,1.3867139,1
2027,117.24436,-15.767976,1.008423,1
2028,120.56879,-18.512907,1.4387245,1
2029,123.19542,-17.83733,1.2309741,1
2030,119.326065,-15.531185,1.6355461,1
2031,122.24915,-15.306013,1.214959,1
2032,128.21706,-22.342335,1.093465,1
2033,130.9777,-21.741478,1.0946479,1
2034,126.95205,-20.049835,1.080647,1
2035,129.41074,-19.446646,1.0515189,1
2036,134.2752,-20.586605,0.8162774,1
2037,136.69551,-19.558779,1.586033,1
2038,132.71854,-18.499704,0.8129027,1
2039,135.54971,-17.863564,1.5723352,1
2040,125.39229,-17.525496,1.0546623,1
2041,127.91917,-17.055,0.98323816,1
2042,124.06421,-14.829322,1.0360233,1
2043,126.53223,-14.594876,0.95306855,1
2044,131.33072,-16.321712,0.83140737,1
2045,133.80429,-15.954962,1.5617927,1
2046,129.81361,-14.086175,0.8234338,1
2047,132.02098,-13.7407875,1.6569216,1
2048,205.75328,-50.826126,0.96419495,1
2049,208.17328,-48.48592,0.8016575,1
2050,201.24063,-50.3312,0.97059786,1
2051,204.34409,-47.869884,0.8003071,1
2052,209.58098,-46.300816,0.39892513,1
2053,211.6318,-44.554295,0.84631455,1
2054,205.54518,-45.931976,0.37169755,1
2055,207.36147,-43.866413,0.9326779,1
2056,197.49107,-49.822376,0.89134836,1
2057,200.54062,-47.35585,0.89370096,1
2058,194.12509,-49.428722,0.9916026,1
2059,197.07239,-46.771492,0.7825657,1
2060,202.11414,-44.97366,0.3967635,1
2061,203.69716,-43.206493,0.8255843,1
2062,199.0526,-44.104507,0.2723887,1
2063,200.54645,-42.33715,0.8363632,1
2064,213.33836,-42.005356,0.76217854,1
2065,214.75607,-40.52628,0.8740237,1
2066,209.93016,-41.388046,0.7989724,1
2067,210.68138,-39.826862,0.8161281,1
2068,216.42181,-38.299664,0.7990824,1
2069,217.31825,-35.749302,0.472663,1
2070,212.61893,-37.40799,0.7391433,1
2071,213.70311,-35.157375,0.64948887,1
2072,206.01619,-40.529015,0.76009005,1
2073,206.66402,-39.080944,0.75480497,1
2074,202.49275,-39.42655,0.7311042,1
2075,203.31297,-38.334984,0.4426298,1
2076,208.821,-36.459866,0.76361257,1
2077,210.13133,-34.317425,0.5503936,1
2078,205.55939,-35.56621,0.6710201,1
2079,206.759,-33.263767,0.63804966,1
2080,190.4008,-48.765198,1.0812114,1
2081,193.44641,-46.026123,0.98396057,1
2082,187.35757,-47.81608,0.857748,1
2083,190.0117,-44.913467,0.93842083,1
2084,196.24477,-43.64719,0.372915,1
2085,197.14804,-41.56675,0.83467627,1
2086,192.62411,-42.699875,0.45250282,1
2087,193.80756,-40.856724,0.8652027,1
2088,184.49356,-47.180965,0.9329021,1
2089,187.10101,-44.33923,0.4901844,1
2090,181.4488,-46.113037,1.1541077,1
2091,184.5417,-43.548096,0.95850325,1
2092,189.02788,-41.578403,0.42341915,1
2093,190.8052,-39.709316,0.7533695,1
2094,186.02489,-40.809017,0.20470506,1
2095,188.2692,-38.95661,0.84696084,1
2096,199.32803,-38.71599,0.9107905,1
2097,200.362,-36.885216,0.3864916,1
2098,196.12791,-37.76357,1.0020378,1
2099,197.53174,-36.18084,0.32054982,1
2100,202.27115,-34.33885,0.6141152,1
2101,203.6828,-32.20582,0.5168357,1
2102,199.2193,-33.54981,0.5620621,1
2103,200.7043,-31.235159,0.51964104,1
2104,193.1138,-37.0811,0.8211041,1
2105,194.60152,-35.452305,0.39716125,1
2106,190.2156,-35.89992,0.90741575,1
2107,191.32675,-34.7027,0.3949909,1
2108,196.57835,-32.369186,0.67135197,1
2109,197.83774,-30.199589,0.64123327,1
2110,193.66014,-31.205927,0.6767648,1
2111,195.42471,-29.15817,0.55229604,1
2112,218.34167,-34.663395,0.6896354,1
2113,219.98138,-32.217712,0.8006296,1
2114,214.58788,-33.771137,0.66397643,1
2115,216.44756,-31.24712,0.7772743,1
2116,220.55801,-30.320078,1.287667,1
2117,221.34375,-28.659874,0.84384704,1
2118,217.06458,-29.44599,1.2310883,1
2119,218.1741,-27.763098,0.8098778,1
2120,211.44016,-32.69747,0.6418993,1
2121,213.091,-30.006474,0.77707386,1
2122,208.25945,-31.5811,0.83417106,1
2123,209.96764,-29.023537,0.7265844,1
2124,214.13596,-28.437193,1.121171,1
2125,214.93338,-26.696835,0.89757985,1
2126,210.89609,-27.330378,1.1902503,1
2127,211.9228,-25.569475,0.7925528,1
2128,223.10156,-26.561575,1.0804003,1
2129,223.23401,-24.702333,0.62444645,1
2130,220.07729,-25.543198,0.8390533,1
2131,220.37422,-23.77698,0.796392,1
2132,224.6881,-22.970474,0.53871953,1
2133,225.35791,-21.098412,0.49041107,1
2134,221.80536,-21.669905,0.5243595,1
2135,222.08742,-19.777388,0.4447599,1
2136,216.75208,-24.409098,0.8701518,1
2137,217.04738,-22.629389,0.7297168,1
2138,213.86427,-23.531088,0.8127028,1
2139,213.954,-21.490526,0.9120493,1
