pixel,gal_lon,gal_lat,weight,str_used
369,128.84529,-1.8111981,0.9713707,1
370,126.92323,0.94106334,1.0362517,1
371,129.91281,0.67086744,1.0327604,1
372,132.11728,-1.5401188,0.9050919,1
373,134.69751,-2.0457156,0.99330837,1
374,133.22565,0.78594697,0.9828843,1
375,135.8919,0.10890711,1.3491895,1
376,127.7069,3.1407242,1.0413184,1
377,130.88432,3.1376824,1.2963189,1
378,128.38162,5.819185,1.3238196,1
379,131.06783,5.2366714,1.3132484,1
380,133.62932,2.6989737,0.98859495,1
381,136.55191,2.2750795,1.0021526,1
382,134.15334,4.9889855,1.2976514,1
383,137.11206,4.0646205,0.7534529,1
384,97.42544,9.971021,1.4140732,1
385,99.62164,10.194093,0.7839097,1
386,97.6272,12.822176,1.6933938,1
387,99.787285,12.622871,0.691716,1
388,102.68769,9.91639,1.0143232,1
389,105.29609,9.906857,2.302541,1
390,102.92845,12.682432,1.6939186,1
391,105.19498,12.55247,3.2840035,1
392,97.83295,15.4615555,1.7750177,1
393,100.070465,15.315628,1.2034947,1
394,98.029884,18.019814,1.7508502,1
395,100.61384,18.372591,2.5741062,1
396,103.11206,15.363842,3.4679325,1
397,105.35323,15.359579,3.5038562,1
398,103.063354,17.9923,5.7522035,1
399,105.64038,17.704075,2.1937532,1
400,107.32107,9.773964,2.0227957,1
401,110.24276,9.94711,1.4516997,1
402,107.91497,12.539073,2.2673273,1
403,110.36779,12.244147,2.033097,1
404,112.753426,9.641727,2.1026716,1
405,115.27645,9.49861,1.6633091,1
406,113.06379,12.047068,1.6905159,1
407,115.70814,12.1820755,1.7321329,1
408,108.081345,14.957591,2.2170718,1
409,110.70958,14.796381,1.3806013,1
410,108.56898,17.618671,2.4061074,1
411,111.263084,17.629253,2.399145,1
412,113.57386,14.887439,2.280409,1
413,116.379906,14.463188,1.8130951,1
414,113.87271,17.297674,2.0958261,1
415,116.610825,17.027346,1.9394822,1
416,98.358086,20.507126,1.5817177,1
417,100.47676,20.772339,7.459295,1
418,98.22567,23.508574,8.211538,1
419,100.28875,23.172165,6.588738,1
420,103.23017,20.527248,3.5838037,1
421,105.9826,20.398907,3.0228708,1
422,103.42187,23.142921,5.7270484,1
423,106.29527,23.024908,3.8320155,1
424,97.30161,25.317966,6.089471,1
425,100.73295,25.546492,5.066397,1
426,98.582596,28.46293,0.1285732,1
427,101.7244,28.517384,5.5653863,1
428,103.50447,25.655909,4.2243276,1
429,106.38497,25.511442,3.284139,1
430,103.65017,28.42733,4.470236,1
431,106.54222,28.064478,3.1247334,1
432,108.80544,20.341818,3.2444043,1
433,111.40318,20.023788,2.41413,1
434,109.102585,22.82543,3.4238448,1
435,111.86566,22.469923,3.0190198,1
436,114.31082,19.768133,2.4573798,1
437,116.94884,19.6043,2.341863,1
438,114.49448,22.23555,2.6496983,1
439,117.63415,21.793674,1.9681678,1
440,109.219795,25.228094,2.1266177,1
441,112.03875,24.887283,1.7230892,1
442,109.62883,27.86362,1.9332908,1
443,112.91337,27.603907,1.9016075,1
444,115.42059,24.554111,1.1165216,1
445,118.30198,24.2853,1.140076,1
446,115.76444,27.141127,1.7084827,1
447,118.22069,26.80599,1.524485,1
448,117.96879,9.443601,1.4130123,1
449,120.703415,8.759985,1.4042823,1
450,118.54072,11.758994,1.7099532,1
451,121.08406,11.192375,1.2051737,1
452,123.49118,8.770377,1.0723422,1
453,126.0599,8.155245,1.3836374,1
454,123.968895,11.2757,1.4161292,1
455,126.51539,10.666354,1.5189848,1
456,119.1065,14.287706,1.4534031,1
457,121.8465,13.705593,1.840108,1
458,119.349556,16.54895,1.7273312,1
459,122.10585,15.924705,1.2981156,1
460,124.40208,13.561611,1.614737,1
461,127.26631,12.776144,1.075164,1
462,125.418655,16.113665,1.0966892,1
463,128.3735,15.31693,1.3416867,1
464,128.98993,8.278733,1.3737682,1
465,131.61458,7.3108444,1.1375024,1
466,129.47658,10.282422,1.0595003,1
467,132.91357,9.7484,1.0079827,1
468,135.46198,7.180575,0.6960493,1
469,138.11906,6.301342,1.1513921,1
470,135.58937,8.869168,0.87104285,1
471,138.9698,8.633222,0.57441765,1
472,130.15317,12.353278,0.8296789,1
473,133.56125,12.088932,0.93768984,1
474,131.22614,14.555812,1.5550919,1
475,134.01053,13.978661,1.5328203,1
476,136.7356,11.408698,1.2445604,1
477,139.49426,10.34057,1.5472584,1
478,136.99051,13.321181,1.6642727,1
479,140.02827,12.278042,1.5920285,1
480,120.064026,19.114632,1.927069,1
481,123.01864,18.477154,1.9054713,1
482,120.522064,21.448435,1.4584197,1
483,123.41214,21.104755,1.6321387,1
484,125.82508,17.864536,1.5262103,1
485,128.65536,17.364677,1.6013155,1
486,126.44659,20.445906,1.9678302,1
487,129.43996,19.574995,1.89572,1
488,120.934235,23.725542,1.3805355,1
489,123.906525,23.234858,1.3167149,1
490,121.4391,26.165195,1.4216459,1
491,124.73785,25.542515,1.2954197,1
492,127.02442,22.54673,1.1685556,1
493,130.28154,21.913527,1.147411,1
494,127.7527,24.714346,1.2037679,1
495,130.75233,24.020958,0.9751876,1
496,131.48456,16.657944,1.3510734,1
497,134.57059,15.84198,1.1836553,1
498,132.45148,18.701406,1.430955,1
499,135.5568,17.95194,1.5291905,1
500,137.83315,15.378811,0.9258855,1
501,141.04495,14.75198,1.15996,1
502,138.75739,17.065773,1.244361,1
503,142.04929,15.956586,0.8981147,1
504,133.35649,20.896276,0.787264,1
505,136.32803,20.246357,0.9032974,1
506,133.87505,23.261124,0.86898285,1
507,136.87701,22.277729,0.75004786,1
508,139.2975,19.406301,0.72735655,1
509,142.43076,18.151396,0.82751334,1
510,140.12785,21.32774,0.7729347,1
511,143.44444,20.344353,0.55313873,1
512,48.511696,22.045677,1.9077952,1
513,51.701576,23.30276,2.2998846,1
514,47.745758,23.886652,1.4964554,1
515,50.75395,24.80012,1.0199317,1
516,54.762478,24.419842,2.1957421,1
517,57.860195,25.426262,2.1066656,1
518,53.908184,26.123085,0.9075455,1
519,57.29291,27.652279,1.2002759,1
520,47.203873,27.00333,0.27026093,1
521,49.98072,27.8017,1.1474459,1
522,45.79098,27.68018,1.5907053,1
523,49.32373,29.43431,1.4574522,1
524,53.267834,28.460705,1.2092013,1
525,56.50439,29.725937,1.2972263,1
526,52.47651,30.566608,1.7916361,1
527,55.60909,31.608355,1.5695829,1
528,61.1193,26.180706,1.9679193,1
529,64.38852,26.90401,1.9900887,1
530,60.44091,28.567963,1.6177936,1
531,63.66227,29.191797,1.7763017,1
532,67.6583,27.912434,1.8863486,1
533,70.3513,28.548208,2.083625,1
534,66.56562,29.989256,2.0548675,1
535,69.8977,30.680887,1.9232714,1
536,59.500584,31.037487,1.385816,1
537,62.619225,31.640493,1.3587903,1
538,58.979103,33.096718,1.5432756,1
539,62.11723,33.79038,1.930917,1
540,66.01717,32.821808,1.5812857,1
541,69.364174,33.472084,1.7113948,1
542,65.36717,34.895348,2.0060391,1
543,68.51108,35.881413,1.986393,1
544,44.850674,29.898743,1.5736727,1
545,47.922794,31.029276,1.3379017,1
546,44.081608,32.06523,1.0824444,1
547,47.288338,33.427372,1.7236464,1
548,51.57609,32.932995,1.6446795,1
549,54.840153,33.82131,1.8656719,1
550,50.495644,34.7668,1.6082764,1
551,53.895294,36.15698,1.9594676,1
552,42.764084,33.48462,1.5299991,1
553,46.036297,35.42842,1.4224529,1
554,41.82849,35.95285,1.3241688,1
555,44.738705,37.118298,1.6204795,1
556,49.115017,36.737434,1.8109294,1
557,52.923492,38.464104,1.9106942,1
558,48.463737,39.248596,2.0317852,1
559,51.715454,40.352898,1.9456599,1
560,58.349228,35.299065,1.8906201,1
561,61.429565,36.074703,1.9851987,1
562,57.08497,37.52919,1.7060043,1
563,60.49324,38.336735,2.050804,1
564,64.76247,37.17533,2.2270484,1
565,68.29324,38.30586,2.1917977,1
566,64.04086,39.65484,2.2581985,1
567,66.92847,40.321968,3.2851279,1
568,56.299408,39.531616,1.8801633,1
569,59.690712,40.83761,2.4522538,1
570,55.32587,41.996536,2.356391,1
571,58.382847,43.061184,2.4119344,1
572,62.754383,41.649067,2.80441,1
573,65.82933,42.511,1.5795101,1
574,61.604,43.960766,1.4766412,1
575,65.63006,45.09166,0.6796884,1
576,73.65449,29.07147,2.6944218,1
577,76.701416,29.529387,3.1543055,1
578,73.07427,31.260159,2.116066,1
579,76.18991,31.844202,2.1854908,1
580,79.736946,29.99758,3.8807256,1
581,82.72852,30.361305,3.4943278,1
582,79.19713,32.457405,1.7712754,1
583,82.70231,33.11916,3.3432527,1
584,72.62131,33.900055,1.7609036,1
585,75.66437,34.549164,2.1164877,1
586,71.76691,36.251137,2.245903,1
587,75.10243,36.946457,3.5935874,1
588,79.07451,35.22306,3.4692566,1
589,81.74925,35.303925,2.8079314,1
590,77.888725,37.362167,2.8343368,1
591,81.708725,38.155495,3.3792086,1
592,85.88007,30.988907,3.9995801,1
593,88.61013,30.928558,3.1412814,1
594,85.39567,32.822033,3.0824609,1
595,88.76641,33.33937,5.1322694,1
596,92.161934,31.037903,4.2623568,1
597,94.33481,31.112883,4.9316444,1
598,91.71791,33.660652,7.7055945,1
599,94.95183,34.30162,6.536922,1
600,85.37155,35.93391,4.4802723,1
601,88.52637,36.03135,5.276436,1
602,84.741554,38.1386,3.820027,1
603,88.23524,38.548065,4.986183,1
604,91.39533,35.93673,6.4759097,1
605,94.82507,36.143414,4.5364704,1
606,91.25985,38.80713,3.3022838,1
607,94.62037,38.81677,2.4853861,1
608,71.34996,38.77193,3.1344028,1
609,74.00788,39.37146,2.3947496,1
610,69.97163,40.797226,2.1931999,1
611,73.9305,42.140404,1.5268542,1
612,77.95037,40.071854,2.3028438,1
613,80.97291,40.360622,2.8583415,1
614,77.47468,42.67537,2.5998158,1
615,80.727684,43.27554,2.4812846,1
616,69.67335,43.546688,1.1562304,1
617,73.3514,44.733192,2.613716,1
618,68.93665,46.53961,2.3887627,1
619,72.25704,46.963825,3.038271,1
620,76.61886,45.066814,2.6489604,1
621,80.35741,45.8407,2.7067623,1
622,75.95268,47.821,1.9985155,1
623,79.782196,48.41759,3.673673,1
624,84.95385,41.082047,3.0908663,1
625,87.877045,41.104183,4.199166,1
626,84.15747,43.478905,4.1868815,1
627,87.69693,43.80379,3.309202,1
628,91.00946,41.508873,2.4540677,1
629,94.61638,41.45026,1.7332257,1
630,90.87198,43.938923,1.4558024,1
631,94.47093,44.27884,1.4679799,1
632,83.492004,46.168755,3.434637,1
633,87.130775,46.478073,2.3737226,1
634,83.11679,48.78483,2.215228,1
635,87.04633,49.092476,1.7760861,1
636,90.73531,46.600605,1.156187,1
637,94.41122,46.820198,1.2510724,1
638,90.61308,49.42009,1.0562274,1
639,94.638084,49.706875,0.96538335,1
640,40.446083,37.25108,1.2747891,1
641,43.91017,39.5167,1.9354726,1
642,39.33921,39.596436,1.8749491,1
643,42.501904,41.145332,1.1162446,1
644,47.027855,40.858498,1.1934884,1
645,50.764786,42.865517,2.1851006,1
646,46.040894,43.345184,2.1975133,1
647,49.19646,44.888084,2.3746068,1
648,37.877426,41.36246,0.82056767,1
649,41.372757,43.561325,1.9167293,1
650,36.80867,43.783386,1.9116946,1
651,39.871605,45.52268,2.0354278,1
652,44.403343,45.28894,2.1985416,1
653,47.50099,46.44899,0.5416115,1
654,42.85915,47.356857,0.66316307,1
655,46.034832,49.32789,0.932003,1
656,53.748775,44.02951,2.2556307,1
657,57.052536,44.85625,1.084809,1
658,52.434444,45.53145,0.73866904,1
659,55.765594,48.18371,0.7752889,1
660,61.064144,47.12654,0.5459148,1
661,64.36714,48.00819,2.0642202,1
662,59.320526,49.169373,1.7187399,1
663,62.95767,50.13507,2.7933648,1
664,50.902813,49.05084,0.8059789,1
665,54.386383,50.342976,1.5672283,1
666,49.1743,51.238457,1.4313325,1
667,52.90471,52.529964,2.2545304,1
668,58.026817,51.385868,2.3490682,1
669,61.35723,52.657032,1.8800188,1
670,56.175926,53.977016,2.2345247,1
671,59.6941,55.23768,2.3260708,1
672,35.404846,45.71992,1.6741903,1
673,37.932873,47.726955,0.7944653,1
674,33.142155,47.413296,0.979552,1
675,36.27091,49.92037,0.79867774,1
676,41.23467,49.829823,0.8191265,1
677,43.920185,51.883106,1.2371266,1
678,38.71032,52.19841,0.9493447,1
679,41.853554,54.044483,1.867606,1
680,31.552128,50.07381,0.91050416,1
681,33.943024,52.545235,0.9607498,1
682,28.851212,52.417076,0.61145645,1
683,31.269482,54.746243,1.7950785,1
684,36.476063,54.447807,1.6506296,1
685,39.149105,56.26451,2.1263196,1
686,33.584778,56.674812,1.9455119,1
687,36.331974,58.564587,1.7055683,1
688,47.404354,53.264347,1.9643447,1
689,50.41554,54.9106,2.4071562,1
690,44.808548,55.626686,2.0570345,1
691,48.411713,57.2281,1.85898,1
692,54.03226,56.57613,2.1562483,1
693,57.698833,57.73172,2.725295,1
694,51.383793,58.86424,2.3929784,1
695,55.109665,60.467762,2.4977844,1
696,42.210407,58.016552,1.6887568,1
697,45.14828,59.756203,2.850891,1
